"","text","vaccine"
"185","RT @sallieKP75: Based on VAERS reports from 1997-2013, 79.4% of children that died from SIDS had received &gt;1 vaccine within the preceding 2…",1
"186","7️⃣ #HB3063 does NOT require K-12 students to be fully vaccinated until August of 2020. 

#orpol #orleg",1
"187","Exciting news, Rockville based Novavax starts clinical trial of its vaccine candidate. https://t.co/uFFCGE9Ps2",1
"188","RT @PergamIC: Roses are red
Violets are blue
Vaccines save lives
That FACT is true
#ScienceValentines 

#flu #measles #getvaccinated #Vacci…",1
"189","If Vaccinations were 100% safe why would the Federal Government mandate by law that Doctors report all """"Adverse... https://t.co/Cd00T41roR",1
"190","RT @RepDanFrankel: Kelley Snyder used to be against childhood immunizations. She said, “we can’t force anybody. We just want to protect eve…",1
"191","@KaraKarlson @rachelleingang @monroe_annalee Absolutely-great point about side effects for those drugs. Let’s look at the contraindications and studies on vaccines as well. They’re available - see 1200studies.com-a free e-book anyone can access.",1
"192","RT @modhealthtalk: Check out the immunization schedule from @CDCgov. It shows each vaccine your baby needs up to 6 years. Make sure your ba…",1
"193","@uTobian for real, i was told as a small child vaccines dont work on viruses, smh",1
"194","@brittertwits @ORDems Actually, IEP services are offered through public online schools which remain an option . Also, if there is a medical reason for him not to have any or all vaccines, under the amendment being drafted his doctor can give an exemption.",1
"195","U.S. company poised to start COVID-19 vaccine safety test https://t.co/qnyefyyTmK",1
"196","RT @WHO: Q: Do I need to be vaccinated against diseases that I do not see in my community/country?

A: Although some #vaccine-preventable d…",1
"197","@Cernovich Also, if you are a parent and declined Gardisal for your child - are you an anti-vaxxer? These questions need to be asked.",1
"198","RT @CMAdocs: Brooke Balck, who takes immunosuppressants, cannot have vaccines, making her especially vulnerable to the spread of infectious…",1
"199","RT @Surgeon_General: Getting a #flu vaccine isn’t just about keeping you healthy; vaccination may also protect those around you who may be…",1
"200","Another sad part about this whole vaccination debate is if a child is vaccine- injured you cannot even sue the pharmaceutical companies for damages due to the 1986 law &amp; the parent(s) are left with providing child care the entire time. Is this what we are standing for? NOT ME!",1
"201","RT @LizSzabo: @DrPanMD:  Neither the anti-vaccine nor anti-lockdown demonstrators represent the opinions of most Americans, Pan said.

“Let’s put this movement into proper context,"""""""""""""""" he said. “They’re loud, they’re noisy and they’re small.” https://t.co/J7d8bJVk1l",1
"202","Measles cases spotlight vaccines http://t.co/YrotI40R2A via @ACPressTopNews",1
"203","RT @NateBoulton: Crowded room for SF2, which would cut state funding for Planned Parenthood's medical services, including immunizations and cancer screenings https://t.co/aX9Qp8x1Dm",1
"204","RT @CNBC: Where do we stand on the race to develop a coronavirus vaccine? @ScottGottliebMD weighs in. https://t.co/xbNbmwQVSR https://t.co/T0e8LQNez2",1
"205","RT @radioaltman: Big news: St. Louis researchers to test coronavirus vaccines in humans https://t.co/fa4V99moDX via @ShahlaFarzan",1
"206","RT @AtlanticLIVE: .@HumanVacProject Ted Schenkelberg on the need for a comprehensive vaccine against the incredibly varied flu viruses #AtlanticMedicine https://t.co/LnEjDVEuI5",1
"207","""""""""""""""""the importance of everyone being fully immunized has never been more apparent, considering the current pandemic virus for which there is not yet a safe and effective vaccine."""""""""""""""" Dr. William Keough, @pa_aap #SenDemPolicy",1
"208","Seeing the hundreds of comments from *out-of-state* anti-vaxxers on my recent Facebook post is fascinating. Their tactics are as ineffective as their misinformation is irrational.

My colleagues and I who support the clear science on vaccines will not be intimidated.",1
"209","Free flu immunizations offered by Montgomery County Health Department. Appointment may be needed. Call 610-278-5117. 
http://t.co/Kd86b04b",1
"210","RT @KCStar: Who gets the COVID-19 vaccine first? Kansas and Missouri reveal plans. And challenges https://t.co/rydHCEAD7N",1
"211","@PAHealthDept holding Back To School Immunization Clinics thru Sept. 2 https://t.co/nnXyQMGeWR",1
"212","Hey @drscottjensen, I hear you met with a pollster as part of a potential run for Governor. Maybe you could ask the pollster to ask Minnesotans if they believe vaccines cause autism, as you apparently do? You'll find most Minnesotans don't share your fringe views. #mnleg 1/2",1
"213","RT @robingsmith: If you are interested in volunteering to participate in a #clinicaltrial for a #COVID19 #vaccine, you can register for a trial in your area here: https://t.co/8e4o0BONty",1
"214","RT @ForHD65: This year, we have had 14 cases of measles in Texas. I just laid out an amendment to HB 1 asking the DSHS to conduct a study on immunization levels throughout Texas at childcare facilities and family homes by public health region. My amendment was adopted. #Txlege #TXbudget",1
"215","RT @kenyangAR: Will you get a COVID-19 vaccine if and when one is available soon? #COVID19 #QuarantineLife #arpx",1
"216","@HeinzECAZ @KellyTownsend11 Aren’t you concerned that the vaccinated can also spread disease? Shouldn’t we learn more about that before making huge assumptions &amp; new laws based on them. There’s little curiosity on the pro side re these complicated diseases and immunology.",1
"217","RT @AZHouseDems: “Comparing this situation to the Holocaust and calling me a Nazi is not going to help the cause and it is not who I am. And it is not right.” Rep. @almaforarizona over the snickers of vaccine opponents in a hearing last week. More from Ed Montini here:  https://t.co/BdA7muYd3m",1
"218","RT @GovParsonMO: A unique aspect of Missouri’s COVID-19 vaccination plan is recognition of the primacy of local communities and the state’s role to assist them in their efforts.",1
"219","RT @randyprine: If the GOP hadn't wasted $24Billion on Shutdown could have Ebola Vaccine NOW #SaveTheSenate  http://t.co/AgFBzXQ3oL http://t.co/s3lwjQNB7F",1
"220","RT @nytimes: Breaking News: A major coronavirus vaccine trial was halted because of a serious adverse reaction in a participant, the pharmaceutical company AstraZeneca said. https://t.co/PC4EYqPr1c",1
"221","RT @travisakers: #BREAKING: Johnson &amp; Johnson Covid-19 vaccine study paused due to unexplained illness in participant
 https://t.co/N1tGnsB4Xx",1
"222","@jenking60141730 I’m vaccinated against all kinds of crazy things like typhoid and yellow fever plus the standard bevy.",1
"223","RT @TimesofSanDiego: @LorenaAD80 bill aims to fight fake medical exemptions for childhood vaccinations. https://t.co/XMkgcuZYHP https://t.co/bg0hs5NaXH",1
"224","RT @DrJenHH: Mother of students who died from bacterial meningitis and advocate of many years for #vaccination speaks to #TAPI group at the Capitol today. Thank you public health leaders @McCuneDavis4D30 @willhumble_az @HeatherCarterAZ https://t.co/E5XTLGQv82",1
"225","RT @JoeBiden: As president, I will:

- Call for nationwide mask mandates
- Implement widespread testing
- Accelerate the development of treatments and vaccines

I’m ready to work on day one to contain the spread of this virus and get our country back on track.",1
"226","RT @SenatorIovino: Today is the final day to register for the drive-thru vaccination clinic event I am co-hosting with @RepDanMiller on October 22. It's especially important for everyone to get their flu shot this year. Register at: https://t.co/e7Duq9KaHP https://t.co/32axxGCfBV",1
"227","RT @Laurie_Garrett: THIS IS HUGE: The @WhiteHouse is pushing @US_FDA to approve a #SARSCoV2 #vaccine for use before the elections, WITHOUT completing safety and efficacy studies. It was bad enough to rush the process, but bypassing it entirely? This is the definition of insanity. https://t.co/ZsQFDeMFuT",1
"228","RT @MarcosBreton: This is insane 

Anti-vaxxer shoves California lawmaker who wrote vaccine crackdown bill
https://t.co/drTrdfTvuP",1
"229","Antivaxxer/antimasker. https://t.co/OgL8dnP3fe",1
"230","The anti-vaccine movement is out of control. The misinformation spread by this movement - including proven lies about vaccines &amp; autism - is extreme. The threats - &amp; now violence - continue to poison this process.

We‘ll continue to fight for our community’s health.",1
"231","RT @WHOAFRO: Here’s a look at where #measles has had the greatest impact in #DRC in 2019.The epidemic killed over 6000 people. @WHO and the Health Ministry have a 2020 action plan, including expanded vaccination, fighting malnutrition and recruiting local leaders as part of the response. https://t.co/93opeROTCL",1
"232","RT @sallyKP: Administration of aluminium to neonatal mice in vaccine-relevant amounts is associated with adverse long term neurological outcomes
https://t.co/ChtUF8as7a

ALUMINIUM AND MEDICINE
https://t.co/fPBD8PIB37",1
"233","RT @patrickcsheehan: It’s a small sample, but the first COVID-19 vaccine tested in the US shows promising immune response ahead of large trial  https://t.co/EjYyfxyvjn",1
"234","Technical changes only. Agreed by MDH and provaxers. Goal was to encourage rulemaking dialogue. This is the narrowest sliver of consensus on vaccines. Replaced one similar defunct group. Added a provax group. Other very minor trivial changes. https://t.co/yqHAptWmJV",1
"235","My annual Back to School fair is coming up! This year will be a drive-thru event and any children requesting immunizations will need to register at https://t.co/eKLn3khR3J prior to the event. 📒✏️🚙🚗 #savethedate #TXLege https://t.co/RQYWJGRVpY",1
"236","RT @AmerAcadPeds: As researchers race to develop a vaccine for #COVID19, there is already a safe, effective way to protect children from another common and unpredictable infection – influenza. More on AAP’s 2020-2021 influenza recommendations. https://t.co/hmnW0VLz4Y https://t.co/RTlW0Sh9tc",1
"237","RT @RevDrBarber: US Surgeon General Adams just said a vaccine is the fastest way to achieve social equity for people of color. This is not true. Guaranteed healthcare, just unemployment benefits, sick leave &amp; safe science-driven vaccines are the only way to achieve equity for all.",1
"238","RT @kfunk937: Despicable that there is no mantle of victimhood that antivaccine activists will not seek to usurp. They’ve claimed vaccines are rape, a holocaust, and now akin to Jim Crow. 

It’s despicable, not to mention unprofessional. #VaccinesSaveLives #SupportSB276 https://t.co/OMTmFgxEXx",1
"239","Looking forward to speaking with @DomShow1210 in about a half hour about Gov. Christie's comments on vaccination.",1
"240","“Which is worse, a fictitious link btw the MMR vaccine &amp; autism—now dismissed as fraudulent .....or exposing your child every day to the possibility of measles, w/all its potentially deadly or debilitating consequences? https://t.co/ST1xDbuAwf",1
"241","As COVID-19 cases increase, ask your questions and hear from state experts like @NMHSD Sec. Dr. Scrase who're working hard to better understand this virus, its treatments, potential vaccines, and the general science of COVID-19 right now at: https://t.co/k8kW2DlY01
#NMLeg #nmpol https://t.co/nefIlFxkNQ",1
